doc_key|doc_chap|doc_para|doc_content|doc_title|doc_label
624|7|56|"[]Researchers have come to appreciate the way in which these automatic human processes converge with the changing conditions of each historical era. For most of human history, people lived in small enclaves and were typically surrounded by others very much like themselves. Social comparisons with little variation are unlikely to entail great psychological risk. Research suggests that the diffusion of television in the second half of the twentieth century dramatically increased the intensity and negativity of social comparison, as it brought vivid evidence of varied and more-affluent lives dramatically different from one's own. One study found an increase in criminal larceny as television diffused across society, awakening an awareness of and desire for consumer goods. A related issue was that increased exposure to television programs depicting affluence led to ""the overestimation of others' wealth and more dissatisfaction with one's own life."""|Chap 7, Para 56|07 RENDITION: FROM EXPERIENCE TO DATA
625|7|57|"Social media marks a new era in the intensity, density, and pervasiveness of social comparison processes, especially for the youngest among us, who are ""almost constantly online"" at a time of life when one's own identity, voice, and moral agency are a work in progress. In fact, the psychological tsunami of social comparison triggered by the social media experience is considered unprecedented. If television created more life dissatisfaction, what happens in the infinite spaces of social media?"|Chap 7, Para 57|07 RENDITION: FROM EXPERIENCE TO DATA
626|7|58|"Both television and social media deprive us of real-life encounters, in which we sense the other's inwardness and share something of our own, thus establishing some threads of communality. Unlike television, however, social media entails active self-presentation characterized by ""profile inflation,"" in which biographical information, photos, and updates are crafted to appear ever more marvelous in anticipation of the stakes for popularity, self-worth, and happiness. Profile inflation triggers more negative self-evaluation among individuals as people compare themselves to others, which then leads to more profile inflation, especially among larger networks that include more ""distant friends."" As one study concluded, ""Expanding one's social network by adding a number of distant friends through Facebook may be detrimental by stimulating negative emotions for users."""|Chap 7, Para 58|07 RENDITION: FROM EXPERIENCE TO DATA
627|7|59|"One consequence of the new density of social comparison triggers and their negative feedback loops is a psychological condition known as FOMO (""fear of missing out""). It is a form of social anxiety defined as ""the uneasy []and sometimes all-consuming feeling that... your peers are doing, in the know about, or in possession of more or something better than you."" It's a young person's affliction that is associated with negative mood and low levels of life satisfaction. Research has identified FOMO with compulsive Facebook use: FOMO sufferers obsessively checked their Facebook feeds---during meals, while driving, immediately upon waking or before sleeping, and so on. This compulsive behavior is intended to produce relief in the form of social reassurance, but it predictably breeds more anxiety and more searching."|Chap 7, Para 59|07 RENDITION: FROM EXPERIENCE TO DATA
628|7|60|"Social comparison can make people do things that they might not otherwise do. Facebook's experiments and Pokémon Go's augmented reality each exploit mutual visibility and its inevitable release of social comparison processes for successful tuning and herding. Both of these illustrate the ways in which once-natural psychological processes are repurposed to heighten the effectiveness of Pentland's vaunted ""social pressure,"" thus enabling behavior modification at scale. Social pressure is activated by ""I want to be like you"" as the risks of difference and exclusion threaten negative social comparison."|Chap 7, Para 60|07 RENDITION: FROM EXPERIENCE TO DATA
629|7|61|"What do we know about the mental health consequences of social comparison as it ensnares Facebook users, especially the young? Most of the research aimed at a deeper grasp of cause and effect in the user experience has been conducted with college-age participants, and even a brief review of a few key studies tells a grim tale, as adolescents and emerging adults run naked through these digitally mediated social territories in search of proof of life. A 2011 study found that social media users exposed to pictures of ""beautiful users"" developed a more negative self-image than those who were shown less attractive profile pictures. Men who were shown profiles of high-career-status men judged their own pursuits as inadequate, compared to others who saw profiles of less successful men. By 2013, researchers found that Facebook use could predict negative shifts in both how their young subjects felt moment to moment as well as their overall life satisfaction. That year, German researchers found that the ""astounding... wealth of social information"" presented on Facebook produces ""a basis for social comparison and envy on an unprecedented scale."" Their work demonstrated that ""passive following"" on Facebook exacerbates feelings of envy and decreases life satisfaction. More than 20 percent of all recent experiences of envy reported by the students in the research study had been triggered by Facebook exposure."|Chap 7, Para 61|07 RENDITION: FROM EXPERIENCE TO DATA
630|7|62|[]A three-phase investigation in 2014 found that spending a lot of time browsing profiles on Facebook produced a negative mood immediately afterward. Then, upon reflection, those users felt worse, reckoning that they had wasted their time. Instead of walking away, they typically chose to spend even more time browsing the network in the hope of feeling better, chasing the dream of a sudden and magical reversal of fortune that would justify past suffering. This cycle not only leads to more social comparison and more envy, but it can also predict depressive symptoms.|Chap 7, Para 62|07 RENDITION: FROM EXPERIENCE TO DATA
631|7|63|"The self-objectification associated with social comparison is also associated with other psychological dangers. First we present ourselves as data objects for inspection, and then we experience ourselves as the ""it"" that others see. One 2014 study demonstrated the deleterious effect of these loops on body consciousness. An analysis of young men and women who had used Facebook for at least six years concluded that, regardless of gender, more Facebook participation leads to more body surveillance. A sense of self-worth comes to depend on physical appearance and being perceived as a sex object. Body shame leads to constant rounds of manicuring self-portrayals for a largely unknown audience of ""followers."""|Chap 7, Para 63|07 RENDITION: FROM EXPERIENCE TO DATA
632|7|64|"Life in the hive favors those who most naturally orient toward external cues rather than toward one's own thoughts, feelings, values, and sense of personal identity. When considered from the vantage point of the self-other balance, positive social comparisons are just as pernicious as negative comparisons. Both are substitutes for the ""hard bargain"" of carving out a self that is capable of reciprocity rather than fusion. Whether the needle moves up or down, social comparison is the flywheel that powers the closed loop between the inclination toward the social mirror and its reinforcement. Both ego gratification and ego injury drive the chase for more external cues."|Chap 7, Para 64|07 RENDITION: FROM EXPERIENCE TO DATA
633|7|65|"Over time, studies increase in complexity as they try to identify the underlying mechanisms through which social comparison in social media is associated with symptoms of depression and feelings of social isolation. One notable three-year study published in 2017 considered both the direct Facebook data of more than five thousand participants as well as self-reported data on their ""real-world social networks."" This approach enabled ongoing direct comparisons between real-world relationships and Facebook associations across four domains of self-reported well-being: physical health, mental []health, life satisfaction, and body mass index. ""Liking others' content and clicking links to posts by friends,"" the researchers summarized, ""were consistently related to compromised well-being, whereas the number of status updates was related to reports of diminished mental health."" So strong was this relationship that ""a 1-standard-deviation increase in 'likes clicked'... 'links clicked'... or 'status updates' was associated with a decrease of 5%--8% of a standard deviation in self-reported mental health,"" even controlling for a person's initial state of well-being. The researchers' definitive conclusion? ""Facebook use does not promote well-being.... Individual social media users might do well to curtail their use of social media and focus instead on real-world relationships."""|Chap 7, Para 65|07 RENDITION: FROM EXPERIENCE TO DATA
634|7|66|"This is not a rehearsal. This is the show. Facebook is a prototype of instrumentarian society, not a prophecy. It is the first frontier of a new societal territory, and the youngest among us are its vanguard. The frontier experience is an epidemic of the viewpoint of the Other-One, a hyper-objectification of one's own personhood shaped by the relentless amplification of life lived from the ""outside looking in."" The consequence is a pattern of overwhelming anxiety and disorientation in the simple act of digital disconnection, while connection itself is haunted by fresh anxieties that paradoxically leave too many feeling isolated, diminished, and depressed. One wants to say that the struggles of youth can be painful in any era and that it is simply the destiny of today's young people to encounter the work of self-construction in this milieu of digital connection and illumination, with its truly marvelous opportunities for voice, community, information, and exploration. One wants to say they will get through it, just as other generations survived the adolescent trials of their time and place."|Chap 7, Para 66|07 RENDITION: FROM EXPERIENCE TO DATA
635|7|67|But this time it is not a question of simply packing their lunch and crossing our fingers as they head into the school-day maze of adolescent cliques, or sending them off to college knowing that they may stumble or fall but eventually find their passions and their people as they find themselves. This time, we have sent them into the raw heart of a rogue capitalism that amassed []its fortune and power through behavioral dispossession parlayed into behavior modification in the service of others' guaranteed outcomes.|Chap 7, Para 67|07 RENDITION: FROM EXPERIENCE TO DATA
636|7|68|"They crave the hive, just as Hall's teenagers did in 1904, but the hive they encounter is not the unadulterated product of their natures and their culture of mutuality. It is a zone of asymmetrical power, constructed by surveillance capital as it operates in secrecy beyond confrontation or accountability. It is an artificial creation designed in the service of surveillance capital's greater good. When young people enter this hive, they keep company with a surveillance priesthood: the world's most-sophisticated data scientists, programmers, machine learning experts, and technology designers, whose single-minded mission to tighten the glove is mandated by the economic imperatives of surveillance capital and its ""laws of motion."""|Chap 7, Para 68|07 RENDITION: FROM EXPERIENCE TO DATA
637|7|69|Innocent hangouts and conversations are embedded in a behavioral engineering project of planetary scope and ambition that is institutionalized in Big Other's architectures of ubiquitous monitoring, analysis, and control. In their encounter with the self-other balance, teenagers step onto a playing field already tilted by surveillance capital to tip them into the social mirror and keep them fixed on its reflections. Everything depends upon feeding the algorithms that can effectively and precisely bite on him and bite on her and not let go. All those outlays of genius and money are devoted to this one goal of keeping users, especially young users, plastered to the social mirror like bugs on the windshield.|Chap 7, Para 69|07 RENDITION: FROM EXPERIENCE TO DATA
638|7|70|"The research studies and first-person accounts that we have reviewed reveal the coercive underbelly of the instrumentarian's much revered ""confluence,"" in which harmonies are achieved at the expense of the psychological integrity of participants. This is the world of Pentland's ""social learning,"" his theory of ""tuning"" little more than the systematic manipulation of the rewards and punishments of inclusion and exclusion. It succeeds through the natural human inclination to avoid psychological pain. Just as ordinary consumers can become compulsive gamblers at the hands of the gaming industry's behavioral technologies, psychologically ordinary young people are drawn into an unprecedented vortex of social information that automatically triggers social comparison on an equally unprecedented scale. This mental and emotional milieu appears to produce a virus of insecurity and anxiety []that drives a young person deeper into this closed loop of escalating compulsion as he or she chases relief in longed-for signals of valorization."|Chap 7, Para 70|07 RENDITION: FROM EXPERIENCE TO DATA
639|7|71|"This cycle unnaturally exacerbates and intensifies the natural orientation toward the group. And although we all share in this disposition to varying degrees, it is most pronounced in the stages of life that we call adolescence and emerging adulthood. Ethologists call this orientation ""homing to the herd,"" an adaptation of certain species, such as passenger pigeons and herring, that home to the crowd rather than to a particular territory. In the confrontation with human predators, however, this instinct has proven fatal."|Chap 7, Para 71|07 RENDITION: FROM EXPERIENCE TO DATA
640|7|72|"For example, biologist Bernd Heinrich describes the fate of the passenger pigeons, whose ""social sense was so strong that it drew the new predator, technologically equipped humans, from afar. It made them not only easy targets, but easily duped."" Commercial harvesters followed the pigeons' flight and nesting patterns, and then used huge nets to catch thousands of pigeons at a time, shipping millions by rail each year to the markets from St. Louis to Boston. The harvesters used a specific technique, designed to exploit the extraordinary bonds of empathy among the birds and immortalized in the term ""stool pigeon."" A few birds would be captured first and attached to a perch with their eyes sewn shut. As these birds fluttered in panic, the flock would descend to ""attend to them."" This made it easy for the harvesters to ""catch and slaughter"" thousands at once. The last passenger pigeon died in the Cincinnati Zoo in 1914: ""The pigeon had no home boundaries over which to spread itself and continued to orient only to itself, so it could be everywhere, even to the end.... To the pigeons, the only 'home' they knew was in the crowd, and now they had become victims of it... the lack of territorial boundaries of human predators had tipped the scales to make their adaptation their doom."""|Chap 7, Para 72|07 RENDITION: FROM EXPERIENCE TO DATA
641|7|73|"Facebook, social media in general---these are environments engineered to induce and exaggerate this homing to the human herd, particularly among the young. We are lured to the social mirror, our attention riveted by its dark charms of social comparison, social pressure, social influence. ""Online all day,"" ""online almost all day."" As we fixate on the crowd, the technologically equipped commercial harvesters circle quietly and cast their nets. This artificial intensification of homing to the herd can only complicate, delay, or impede the hard psychological bargain of the self-other balance. When we []multiply this effect by hundreds of millions and distribute it across the globe, what might it portend for the prospects of human and societal development?"|Chap 7, Para 73|07 RENDITION: FROM EXPERIENCE TO DATA
642|7|74|Facebook is the crucible of this new dark science. It aims to perfect the relentless stimulation of social comparison in which natural empathy is manipulated and instrumentalized to modify behavior toward others' ends. This synthetic hive is a devilish pact for a young person. In terms of sheer everyday effectiveness---contact, logistics, transactions, communications---turn away, and you are lost. And if you simply crave the fusion juice that is proof of life at a certain age and stage---turn away, and you are extinguished.|Chap 7, Para 74|07 RENDITION: FROM EXPERIENCE TO DATA
643|7|75|"It is a new phenomenon to live continuously in the milieu of the gaze of others, to be followed by hundreds or thousands of eyes, augmented by Big Other's devices, sensors, beams, and waves rendering, recording, analyzing, and actuating. The unceasing pace, density, and volume of the gaze deliver a perpetual stream of evaluative metrics that raise or lower one's social currency with each click. In China, these rankings are public territory, shiny badges of honor and scarlet letters that open or shut every door. In the West, we have ""likes,"" ""friends,"" ""followers,"" and hundreds of other secret rankings that invisibly pattern our lives."|Chap 7, Para 75|07 RENDITION: FROM EXPERIENCE TO DATA
644|7|76|The extension and depth of exposure include every data point but necessarily omit the latency within each person, precisely because it cannot be observed and measured. This is the latency of a possible self that awaits ignition from that one spark caused by the caring attention of another embodied human being. It is in that clash of oxygen and ember that the latent is perceived, comprehended, and yanked forward into existence. This is real life: fleshy, soft, uncertain, and replete with silence, risk, and, when fortune smiles, genuine intimacy.|Chap 7, Para 76|07 RENDITION: FROM EXPERIENCE TO DATA
645|7|77|Facebook entered the world bypassing old institutional boundaries, offering us freedom to connect and express ourselves at will. It is impossible to say what the Facebook experience might have been had the company chosen a path that did not depend upon surveillance revenues. Instead, we confront the sudden accretion of an instrumentarian power that spins our society in an unanticipated direction. Facebook's applied utopistics are a prototype of an instrumentarian future, showcasing feats of behavioral engineering that groom populations for the rigors of instrumentarianism's coercive harmonies. Its operations are designed to exploit the human inclination toward empathy, belonging, and acceptance. The system tunes the pitch of our behavior []with the rewards and punishments of social pressure, herding the human heart toward confluence as a means to others' commercial ends.|Chap 7, Para 77|07 RENDITION: FROM EXPERIENCE TO DATA
646|7|78|"From this vantage point, we see that the full scope of the Facebook operation constitutes a vast experiment in behavior modification designed not only to test the specific capabilities of its tuning mechanisms, as in its official ""large-scale experiments,"" but also to do so on the broadest possible social and psychological canvas. Most significantly, the applied utopistics of social pressure, its flywheel of social comparison, and the closed loops that bind each user to the group system vividly confirm Pentland's theoretical rendering of the case. Instrumentarian social principles are evident here, not as hypotheses but as facts, the facts that currently constitute the spaces where our children are meant to ""grow up."""|Chap 7, Para 78|07 RENDITION: FROM EXPERIENCE TO DATA
647|7|79|What we witness here is a bet-the-farm commitment to the socialization and normalization of instrumentarian power for the sake of surveillance revenues. Just as Pentland stipulated, these closed loops are imposed outside the realm of politics and individual volition. They move in stealth, crafting their effects at the level of automatic psychological responses and tipping the self-other balance toward the pseudo-harmonies of the hive mind. In this process, the inwardness that is the necessary source of autonomous action and moral judgment suffers and suffocates. These are the preparatory steps toward the death of individuality that Pentland advocates.|Chap 7, Para 79|07 RENDITION: FROM EXPERIENCE TO DATA
648|7|80|"In fact, this death devours centuries of individualities: (1) the eighteenth century's political ideal of the individual as the repository of inalienable dignity, rights, and obligations; (2) the early twentieth century's individualized human being called into existence by history, embarking on Machado's road because she must, destined to create ""a life of one's own"" in a world of ever-intensifying social complexity and receding traditions; and (3) the late twentieth century's psychologically autonomous individual whose inner resources and capacity for moral judgment rise to the challenges of self-authorship that history demands and act as a bulwark against the predations of power. The self-authorship toward which young people strive carries forward these histories, strengthening, protecting, and rejuvenating each era's claims to the sanctity and sovereignty of the individual person."|Chap 7, Para 80|07 RENDITION: FROM EXPERIENCE TO DATA
649|7|81|What we have seen in Facebook is a living example of the third modernity that instrumentarianism proffers, defined by a new collectivism owned []and operated by surveillance capital. The God view drives the computations. The computations enable tuning. Tuning replaces private governance and public politics, without which individuality is merely vestigial. And just as the uncontract bypasses social mistrust rather than healing it, the post-political societal processes that bind the hive rely on social comparison and social pressure for their durability and predictive certainty, eliminating the need for trust. Rights to the future tense, their expression in the will to will, and their sanctification in promises are drawn into the fortress of surveillance capital. On the strength of that expropriation, the tuners tighten their grasp, and the system flourishes.|Chap 7, Para 81|07 RENDITION: FROM EXPERIENCE TO DATA
650|7|82|"Industrial capitalism depended upon the exploitation and control of nature, with catastrophic consequences that we only now recognize. Surveillance capitalism, I have suggested, depends instead upon the exploitation and control of human nature. The market reduces us to our behavior, transformed into another fictional commodity and packaged for others' consumption. In the social principles of instrumentarian society, already brought to life in the experiences of our young, we can see more clearly how this novel capitalism aims to reshape our natures for the sake of its success. We are to be monitored and telestimulated like MacKay's herds and flocks, Pentland's beavers and bees, and Nadella's machines. We are to live in the hive: a life that is naturally challenging and often painful, as any adolescent can attest, but the hive life in store for us is not a natural one. ""Men made it."" Surveillance capitalists made it."|Chap 7, Para 82|07 RENDITION: FROM EXPERIENCE TO DATA
651|7|83|The young people we have considered in this chapter are the spirits of a Christmas Yet to Come. They live on the frontier of a new form of power that declares the end of a human future, with its antique allegiances to individuals, democracy, and the human agency necessary for moral judgment. Should we awaken from distraction, resignation, and psychic numbing with Scrooge's determination, it is a future that we may still avert.|Chap 7, Para 83|07 RENDITION: FROM EXPERIENCE TO DATA
652|7|84|"When Samuel Bentham, brother of philosopher Jeremy, first designed the panopticon as a means of overseeing unruly serfs on the estate of Prince []Potemkin in the late eighteenth century, he drew inspiration from the architecture of the Russian Orthodox churches that dotted the countryside. Typically, these structures were built around a central dome from which a portrait of an all-powerful ""Christ Pantokrator"" stared down at the congregation and, by implication, all humanity. There was to be no exit from this line of sight. This is the meaning of the hand and glove. The closed loop and the tight fit are meant to create the conditions of *no exit.* Once, it was no exit from God's total knowledge and power. Today, it is no exit from the others, from Big Other, and from the surveillance capitalists who decide. This condition of no exit creeps on slippered feet. First we do not even have to look away, and later we cannot."|Chap 7, Para 84|07 RENDITION: FROM EXPERIENCE TO DATA
653|7|85|"In the closing lines of Jean-Paul Sartre's existential drama *No Exit,* the character Garcin arrives at his famous realization, ""Hell is other people."" This was not intended as a statement of misanthropy but rather a recognition that the self-other balance can never be adequately struck as long as the ""others"" are constantly ""watching."" Another mid-century social psychologist, Erving Goffman, took up these themes in his immortal *The Presentation of Self in Everyday Life.* Goffman developed the idea of the ""backstage"" as the region in which the self retreats from the performative demands of social life."|Chap 7, Para 85|07 RENDITION: FROM EXPERIENCE TO DATA
654|7|86|"The language of backstage and onstage, inspired by observations of the theater, became a metaphor for the universal need for a place of retreat in which we can ""be ourselves."" Backstage is where the ""impression fostered by performance is knowingly contradicted"" along with its ""illusions and impressions."" Devices such as the telephone are ""sequestered"" for ""private"" use. Conversation is ""relaxed,"" ""truthful."" It is the place where ""vital secrets"" can be visible. Goffman observed that in work as in life, ""control of the backstage"" allows individuals ""to buffer themselves from the deterministic demands that surround them."" Backstage, the language is one of reciprocity, familiarity, intimacy, humor. It offers the seclusion in which one can surrender to the ""uncomposed"" face in sleep, defecation, sex, ""whistling, chewing, nibbling, belching, and flatulence."" Perhaps most of all, it is an opportunity for ""regression,"" in which we don't have to be ""nice"": ""The surest sign of backstage solidarity is to feel that it is safe to lapse into an asociable mood of sullen, silent irritability."" In the absence of such respite where a ""real"" self can incubate and grow, Sartre's idea of hell begins to make sense."|Chap 7, Para 86|07 RENDITION: FROM EXPERIENCE TO DATA
655|7|87|"[]In a classroom of undergraduates, students discuss their strategies of self-presentation on Facebook. Scholars refer to these as ""chilling effects"": the continuous ""curation"" of one's photos, comments, and profile with deletions, additions, and modifications, all of it geared to the maximization of ""likes"" as the signal of one's value in this existential marketplace. I ask if this twenty-first-century work of self-presentation is really that much different from what Goffman had described: have we just traded the real world for the virtual in constructing and performing our personas? There is a lull as the students reflect, and then a young woman speaks:"|Chap 7, Para 87|07 RENDITION: FROM EXPERIENCE TO DATA
656|7|88|:::  The difference is that Goffman assumed a backstage where you could be your true self. For us, the backstage is shrinking. There is almost no place left where I can be my true self. Even when I am walking by myself, and I think I am backstage, something happens---an ad appears on my phone or someone takes a photo, and, I discover that I am onstage, and everything changes. :::|Chap 7, Para 88|07 RENDITION: FROM EXPERIENCE TO DATA
657|7|89|"The ""everything"" that changes is the sudden cognizance, part realization and part reminder, that Big Other knows no boundaries. Experience is seamlessly rendered across the once-reliable borders of the virtual and real worlds. This accrues to the immediate benefit of surveillance capital---""Welcome to McDonald's!"" ""Buy this jacket!""---but any worldly experience can just as immediately be delivered to the hive: a post here, a photo there. Ubiquitous connection means that the audience is never far, and this fact brings all the pressures of the hive into the world and the body."|Chap 7, Para 89|07 RENDITION: FROM EXPERIENCE TO DATA
658|7|90|"Recent research has begun to turn to this dour fact that a team of British researchers describes as the ""extended chilling effect."" The idea here is that people---especially, though not exclusively, young people---now censor and curate their real-world behavior in consideration of their own online networks as well as the larger prospect of the internet masses. The researchers conclude that participation in social media ""is profoundly intertwined with the knowledge that information about our offline activities may be communicated online, and that the thought of displeasing 'imagined audiences' alters our 'real-life' behavior."""|Chap 7, Para 90|07 RENDITION: FROM EXPERIENCE TO DATA
659|7|91|"When I catch myself wanting to cheer the students who are anguished by connection and terrified of its loss, I consider the meaning of ""no exit"" []as recounted in a personal recollection of the social psychologist Stanley Milgram regarding an experiment that demonstrated ""the power of immediate circumstances on feelings and behavior."""|Chap 7, Para 91|07 RENDITION: FROM EXPERIENCE TO DATA
660|7|92|"Milgram's class was studying the force with which social norms control behavior. He had the idea of examining the real-life phenomenon by having his students approach a person on the subway and, without providing any justification, simply look the person in the eye and ask for his or her seat. One afternoon, Milgram himself boarded the subway ready to make his contribution. Despite his years of observing and theorizing disturbing patterns of human behavior, it turned out that he was unprepared for his own moment of social confrontation. Assuming that it would be an ""easy"" caper, Milgram approached a passenger and was about to utter the ""magical phrase"" when ""the words seemed lodged in my trachea and would simply not emerge. I stood there frozen, then retreated... I was overwhelmed by paralyzing inhibition."" The psychologist eventually hectored himself into trying again. He recounts what occurred when he finally approached a passenger and ""choked out"" his request:"|Chap 7, Para 92|07 RENDITION: FROM EXPERIENCE TO DATA
661|7|93|":::  ""Excuse me, sir, may I have your seat?"" A moment of stark anomic panic overcame me. But the man got right up and gave me the seat.... Taking the man's seat, I was overwhelmed by the need to behave in a way that would justify my request. My head sank between my knees, and I could feel my face blanching. I was not role-playing. I actually felt as if I were going to perish. :::"|Chap 7, Para 93|07 RENDITION: FROM EXPERIENCE TO DATA
662|7|94|"Moments later the train pulled into the next station, and Milgram exited. He was surprised to discover that as soon as he left the train, ""all the tension disappeared."" Milgram left the subway, where he vibrated in tune with the ""others,"" and that exit enabled a return to his ""self."""|Chap 7, Para 94|07 RENDITION: FROM EXPERIENCE TO DATA
663|7|95|"Milgram identified three key themes in the subway experiment as he and his students debriefed their experiences. The first was a new sense of gravitas toward ""the enormous inhibitory anxiety that ordinarily prevents us from breaching social norms."" Second was that the reactions of the ""breacher"" are not an expression of individual personality but rather are ""a compelled playing out of the logic of social relations."" The intense ""anxiety"" that Milgram []and others experienced in confronting a social norm ""forms a powerful barrier that must be surmounted, whether one's action is consequential---disobeying an authority---or trivial, asking for a seat on the subway.... Embarrassment and the fear of violating apparently trivial norms often lock us into intolerable predicaments.... These are not minor regulatory forces in social life, but basic ones."""|Chap 7, Para 95|07 RENDITION: FROM EXPERIENCE TO DATA
664|7|96|"Finally, Milgram understood that any confrontation of social norms crucially depends upon the ability to escape. It was not an adolescent who boarded the subway that day. Milgram was an erudite adult and an expert on human behavior, especially the mechanisms entailed in obedience to authority, social influence, and conformity. The subway was just an ordinary slice of life, not a capital-intensive architecture of surveillance and behavior modification, not a ""personalized reward device."" Still, Milgram could not fight off the anxiety of the situation. The only thing that made it tolerable was the possibility of an exit."|Chap 7, Para 96|07 RENDITION: FROM EXPERIENCE TO DATA
665|7|97|"Unlike Milgram, we face an intolerable situation. Like the gamblers in their machine wombs, we are meant to fuse with the system and play to extinction: not the extinction of our funds but rather the extinction of our selves. Extinction is a design feature formalized in the conditions of no exit. The aim of the tuners is to contain us within ""the power of immediate circumstances"" as we are compelled by the ""logic of social relations"" in the hive to bow to social pressure exerted in calculated patterns that exploit our natural empathy. Continuously tightening feedback loops cut off the means of exit, creating impossible levels of anxiety that further drive the loops toward confluence. What is to be killed here is the inner impulse toward autonomy and the arduous, exciting elaboration of the autonomous self as a source of moral judgment and authority capable of asking for a subway seat or standing against rogue power."|Chap 7, Para 97|07 RENDITION: FROM EXPERIENCE TO DATA
666|7|98|Inside the hive, it is easy to forget that every exit is an entrance. To exit the hive means to enter that territory beyond, where one finds refuge from the artificially tuned-up social pressure of the others. Exit leaves behind the point of view of the Other-One in favor of entering a space in which one's gaze can finally settle inward. To exit means to enter the place where a self can be birthed and nurtured. History has a name for that kind of place: *sanctuary.* ::: :::  [][CHAPTER SEVENTEEN](toc.xhtml#toc-chapter023) |Chap 7, Para 98|07 RENDITION: FROM EXPERIENCE TO DATA
667|8|2|"Microsoft CEO Satya Nadella introduced Cortana, the corporation's ""personal digital assistant,"" at the firm's annual Ignite conference in 2016:"|Chap 8, Para 2|08 RENDITION FROM THE DEPTHS
668|8|3|:::  This new category of the personal digital assistant is a runtime, a new interface. It can take text input. It can take speech input. It knows you deeply. It knows your context, your family, your work. It knows the world. It is unbounded. In other words, it's about you; it's not about any one device. It goes wherever you go. It's available on any phone---iOS, Android, Windows---doesn't matter. It is available across all of the applications that you will use in your life. :::|Chap 8, Para 3|08 RENDITION FROM THE DEPTHS
669|8|4|This is a new frontier of behavioral surplus where the dark data continent of your inner life---your intentions and motives, meanings and needs, preferences and desires, moods and emotions, personality and disposition, truth telling or deceit---is summoned into the light for others' profit. The point is not to cure but to render all of it as immeasurably tiny bits of behavior available for calculation so that each can take its place on the assembly line that moves from raw materials to product development, manufacturing, and sales.|Chap 8, Para 4|08 RENDITION FROM THE DEPTHS
670|8|5|"[]The machine invasion of human depth is prosecuted under the banner of ""personalization,"" a slogan that betrays the zest and cynicism brought to the grimy challenge of exploiting second-modernity needs and insecurities for outsize gain. From the point of view of the prediction imperative, personalization is a means of ""individualizing"" supply operations in order to secure a continuous flow of behavioral surplus from the depths. This process can be accomplished successfully only in the presence of our unrelenting hunger for recognition, appreciation, and most of all, support."|Chap 8, Para 5|08 RENDITION FROM THE DEPTHS
671|8|6|"Recall that Hal Varian, Google's chief economist, helped chart this course. ""Personalization and customization"" are the third ""new use"" of computer-mediated transactions. Instead of having to ask Google questions, it should ""know what you want and tell you before you ask the question."" Google Now, the corporation's first digital assistant, was charged with this task. Varian warned that people would have to give Google even more of themselves in order to reap the value of the application: ""Google Now has to know a lot about you and your environment to provide these services. This worries some people."" He rationalizes any concern, arguing that rendering personal information to Google is no different from sharing intimacies with doctors, lawyers, and accountants. ""Why am I willing to share all this private information?"" he asks. ""Because I get something in return.... These digital assistants will be so useful that everyone will want one."" Varian is confident that the needs of second-modernity individuals will subvert any resistance to the rendition of personal experience as the quid pro quo for the promise of a less stressful and more effective life."|Chap 8, Para 6|08 RENDITION FROM THE DEPTHS
672|8|7|In fact, Varian's notion of personalization is the precise opposite of the relationships with trusted professionals to which he refers. Doctors, accountants, and attorneys are held to account by mutual dependencies and reciprocities dictated by the extensive institutionalization of professional education, codes of conduct, and procedures for evaluation and review. Violation of these rules risks punishment in the form of professional sanction and public law. Google and its brethren in surveillance capitalism bear no such risks.|Chap 8, Para 7|08 RENDITION FROM THE DEPTHS
673|8|8|"Varian's remarks constitute one of those rare occasions in which the fog of technology rhetoric parts just enough to discern the utilities of social and economic inequality to surveillance capitalism's larger mission. Varian reasons that inequality offers an opportunity to raise the ante on Google's quid []pro quo for effective life. He counsels that the way to predict the future is to observe what rich people have because that's also what the middle class and the poor will want. ""What do rich people have now?"" he asks rhetorically. ""Personal assistants."""|Chap 8, Para 8|08 RENDITION FROM THE DEPTHS
674|8|9|"That the luxuries of one generation or class become the necessities of the next has been fundamental to the evolution of capitalism during the last five hundred years. Historians describe the ""consumer boom"" that ignited the first industrial revolution in late-eighteenth-century Britain, when, thanks to visionaries like Josiah Wedgewood and the innovations of the early modern factory, families new to the middle class began to buy the china, furniture, and textiles that only the rich had previously enjoyed. This new ""propensity to consume"" is considered ""unprecedented in the depth to which it penetrated the lower reaches of society...."" In 1767 the political economist Nathaniel Forster worried that ""fashionable luxury"" was spreading ""like a contagion,"" and he complained of the ""perpetual restless ambition in each of the inferior ranks to raise themselves to the level of those immediately above them."" Adam Smith wrote insightfully on this social process, noting that upper-class luxuries can in time be recast as ""necessaries."" This occurs as ""the established rules of decency"" change to reflect new customs introduced by elites, triggering lower-cost production methods that transform what was once unattainable into newly affordable goods and services. Ford's Model T is the outstanding twentieth-century example of this progression."|Chap 8, Para 9|08 RENDITION FROM THE DEPTHS
